Gen.1.1 | Kezdetben teremté Isten a mennyet és a földet.
Gen.34.23 | Minden juhok, és minden jószágok és minden ő barmok nemde nem miéink lésznek-é? csak hogy engedjünk nékik hogy lakhassanak közöttünk.
Gen.34.24 | Engedének annakokáért Khámornak, és Sékhemnek az ő fijának mindenek, valakik az ő városoknak kapuján kimennek vala, éskörülmetélé magát minden férjfiú, valamelly az ő városoknak kapuján kimégyen vala.
Gen.34.25 | Harmadnapon azért mikor a sebnek fájdalmában vonának, a Jákób két fijai Simeon és Lévi, Dinának báttyai vevének fegyvereket és nagy bátorsággal bemenének a városba, és minden férjfiat megölének.
Gen.34.26 | Annakfelette Khámort is, és az ő fiját Sékhemet fegyverrel megölék, és elvivék Dinát a Sékhem házából, és kimenének.
Gen.34.27 | Jákóbnak pedig több fijai esének a megölettettekre, és eldúlák a várost, mivelhogy megszeplősítették vala az ő hugokat.
Gen.34.28 | És juhokat, barmokat, szamarakat és valami jószágok vala a városban, és a mezőn mind elvivék.
Gen.34.29 | Minden gazdagságokat is, minden ő gyermekeiket és feleségeiket fogva elvivék és elprédálák, és valami az ő háokban vala.
Gen.34.30 | Annakokáért monda Jákób Simeonnak és Lévinek: Megháborítottatok engemet, és utálatossá tettetek e földnek lakosai előtt, a Kananeusok és Perizeusok előtt, és mivelhogy én kevés magammal vagyok, ha én ellenem felgyülnek, levágnak, és eltörölnek engemet mind házamnépével egybe.
Gen.34.31 | Kik mondanának: A vagy mint tisztátalan személlyel úgy kellett-é hugunkkal gonoszúl élni?

Gen.35.1 | Monda pedig az Isten Jákóbnak: Kelj fel, eredj fel Béthelbe, és telepedjél le ott; és csinálj ott oltárt amaz erős Istennek, ki megjelenék néked, mikor Ézsaú előtt a te bátyád előtt futnál.
Gen.35.2 | Akkor monda Jákób az ő háznépének, és mind azoknak kik vele valának: Hányjátok el az idegen isteneket kik köztetek vagynak, és tisztítsátok meg magatokat, és változatssátok el öltözetiteket.
Gen.35.3 | Azután keljünk fel, és úgy menjünk fel Béthelbe, hogy csináljak ott oltárt annak az erős Istennek, ki meghallgatott engemet az én nyomorúságomnak napján, és velem volt az úton a mellyen jártam.
Gen.35.4 | Adák annakokáért Jákóbnak mind az idegen isteneket kik nálok valának; és az ő földökön való függőket is, és elrejté azokat Jákób a cserfa alatt, melly vala Sékhemnél.
Gen.35.5 | És elindulának: És az Istennek félelme vala a városokon, mellyek valának ő körültök, és nem űzék a Jákób fijait.
Gen.35.6 | Juta azért Jákób Lúz nevű városba (melly vagyon Kanaán tartományában, melly immár Béthelnek neveztetik), és mind a sokaság melly ő vele vala.
Gen.35.7 | És épite ott oltárt, és nevezé a helyet El-Béthelnek, mivelhogy ott jelen vala meg néki az Isten, mikor az ő báttya előtt futna.
Gen.35.8 | És meghala Débora a Rebeka dajkája, és eltemetteték Béthel mellett egy cserfa alatt, és nevezé Jákób azt a helyet Allon-Bákhutnak.
Gen.35.9 | Megjelenék pedig ismét az Isten Jákóbnak mikor Mesopotámiából haza térne, és megáldá őtet.
Gen.35.10 | És monda néki az Isten: A te neved Jákób: Nem neveztetik többé a te neved csak Jákóbnak, hanem Izráel is lészen a te neved: Nevezé azért őtet Izráelnek.
Gen.35.11 | Annakfelette monda néki az Isten: Én vagyok a mindenható erős Isten, nevekedjél és sokasodjál, nép és népeknek gyülekezete származik te tőled; és Királyok származnak a te ágyékodból.
Gen.35.12 | És e földet a mellyet adtam Ábrahámnak és Izsáknak, néked adom, azaz, a te magodnak adom te utánnad e földet.
Gen.35.13 | És felméne ő tőle az Isten a helyből, a hol vele szólott vala.
Gen.35.14 | Emele pedig ott a helyen Jákób, a hol Isten szólott vala vele, kőoszlopot jegyül: és áldozék azon híg áldozattal, és önte arra olajt.
Gen.35.15 | És nevezé Jákób azt a helyet, a melly helyen szólott vala Isten ő vele, Béthelnek.
Gen.35.16 | És elmenének Béthelből, és valának Efratától még úgymint egy mértföldre, és szüle Rákhel, és a szülésben nagy fájdalmat szenvede.
Gen.35.17 | És mikor a szülésben fájdalmat szenvedne, monda néki a bábe: Ne félj, mert most is fijad lészen.
Gen.35.18 | Mikor pedig az ő lelke kimenne (mert meghala) nevezé azt Benóninak, de az attya nevezé Benjáminnak.
Gen.35.19 | Meghala annakokáért Rákhel, és eltemetteték az úton mellyen mennek Efratába, melly most Bethlehemnek neveztetik.
Gen.35.20 | És állata Jákób oszlopot az ő temetése felett: az mondatik mind e mai napig Rákhel temetése oszlopának.
Gen.35.21 | Azután elméne Izráel, és sátorát felvoná a Héder tornyán túl.
Gen.35.22 | Lett pedig ez, hogy mikor Izráel lakoznék abban a tartományban, Rúben elmenvén hálna Bilhával az ő attyának ágyas feleségével, mellyet meeghalla az Izráel. Valának pedig a Jákób fijai tizenketten.
Gen.35.23 | Leának fijai Jákóbnak elsőszülötte Rúben, azután Simeon, Lévi, Júda, Issakhár, Zebulon.
Gen.35.24 | Rákhel fijai: József és Benjámin.
Gen.35.25 | A Rákhel szolgálóleányának Bilhának fijai: Dánés Nafthali.
Gen.35.26 | A Lea szolgálóleányának Zilpának fijai: Gád, Áser. Ezek a Jákób fijai, kik születtek néki Mésopotámiában.
Gen.35.27 | Végezetre juta Jákób Izsákhoz az ő attyához Mamréba, Kirját-Arba nevű városba, melly most Hebronnak neveztetik, hol Ábrahám és Izsák jövevények voltak.
Gen.35.28 | Valának pedig az Izsák életének napjai száz nyolczvan esztendők.
Gen.35.29 | És meghala Izsák lelkét kibocsátván és takaríttaték az ő eleihez, mikor vén volna, és hosszú élettel megelégedett volna; és eltemeték őtet az ő fijai, Ézsaú és Jákób.

Gen.36.1 | Ezek pedig Ézsaúnak nemzetségei, ki Edomnak hivattatik.
Gen.36.2 | Ézsaú vett vala magának feleségeket a Kananeusok leányai közzűl: Adát a Khiteus Elonnak leányát; és Aholibámáth Anának leányát, ki a Sibhon Khiveus leánya volt.
Gen.36.3 | És Bosmátát az Ismáel leányát, Nebajóthnak hugát.
Gen.36.4 | Szülé pedig Adah Ézsaúnak Elifázt: és Bosmáta szülé Réhuelt.
Gen.36.5 | Aholibámah pedig szülé Jéhust, Jalámot, és Korákhot. Ezek az Ézsaú fijai kik születtek néki a Kanaán földén.
Gen.36.6 | És felvevé Ézsaú az ő feleségeit, az ő fijait, és az ő leányait, és minden házabeli lelkeket, minden juhait, barmait, és minden jószágát s marháját, mellyet keresett vala Kanaán földében, és elment vala más földre, az ő attyafiának Jákókban haz jövetele előtt.
Gen.36.7 | Mert sok marhájok vala, hogy együtt nem lakhatnának, és az a föld a hol mint jövevények, ugy laknak vala, el nem szenvedheti vala őket, az ő barmoknak sokságáért.
Gen.36.8 | És lakozék Ézsaú a Seir hegyén. Ez Ézsaú pedig az Edom.
Gen.36.9 | Ezek az Ézsaúnak az Edomiták attyoknak nemzetségei a Seir hegyén.
Gen.36.10 | Ezek az Ézsaú fijainak nevei: Elifáz. Adának Ézsaú feleségének fija. Réhuel. Bosmátának Ézsaú feleségének fija.
Gen.36.11 | Elifáznak fijai voltak: Thémán, Omár, Tzéfó, Gathám és Kénáz.
Gen.36.12 | Elifáznak, pedig az Ézsaú fijának ágyasa vala Thimna, ki Elifáznak szülé Amáleket: Ezek Adának Ézsaú feleségének fijai.
Gen.36.13 | Ezek pedig a Réhuel fijai: Nákháth, Zérákh, Samma, Mizza: Ezek voltak Bosmátának az Ézsaú feleségének fijai.
Gen.36.14 | Aholibámának pedig Ézsaú feleségének Anah leányának, ki Sibhon leánya volt, fijai ezek, kiket szület Ézsaúnak: Jéhus, Jálom és Korákh.
Gen.36.15 | Ezek pedig az Ézsaú fijai közzűl való Fejedelmek: Elifáznak Ézsaú elsőszülöttének fijai ezek: Thémán herczeg, Kénáz herczeg.
Gen.36.16 | Korákh herczeg, Gathám herczeg, Amálek herczeg. Ezek voltak Elifáztól való fejedelmek Edomnak tartományában; és ezek az Ada fijai.
Gen.36.17 | Réhuelnek pedig az Ézsaú fijának fijai ezek: Nákháth herczeg, Zérákh herczeg, Samma herczeg, Mizza herczeg. Ezek voltak Réhueltől való fejedelmek Edomnak tartományában; ezek Bosmátának az Ézsaú feleségének fijai.
Gen.36.18 | Ezek pedig Aholibámának az Ézsaú feleségének fijai: Jéhus herczeg, Jálám herczeg, Korákh herczeg. Ezek az Aholibámától Ézsaú feleségétől az Anah leányától való fejedelmek.
Gen.36.19 | Ezek az Ézsaú fijai, és ezek az ő tőle való fejedelmek; ez Ézsaú az Edom.
Gen.36.20 | A Horeus Seirnek pedig fijai, kik ott a földön lakoznak vala ezek: Lotán, Sobál, Sibhon, Hána.
Gen.36.21 | Dison, Etzer, Disán: Ezek a Horeusoknak fejedelmei, Seirnek fijai Edom tartományában.
Gen.36.22 | Lotánnak pedig fijai voltak: Hóri, Hémán, és Lotánnak huga, Timna.
Gen.36.23 | Sobálnak fijai pedig ezek: Hálván Manaháth, Hébal, Séfň, Onám.
Gen.36.24 | Sibhónnak pedig fijai ezek: Aja és Hána, ez a Hána, ki az öszvérek fajzásának módját találta a pusztában, mikor az ő attyának Sibhonnak szamarait őrizné.
Gen.36.25 | Hánának pedig fijai ezek: Dison és Aholibáma Hánának leánya.
Gen.36.26 | Disnnak fijai ezek: Hemdán, Esbán, Ithrán, Khérán.
Gen.36.27 | Etzernek fijai ezek: Bilhán, Zahaván, Hákán.
Gen.36.28 | Disánnak fijai ezek: Hútz és Arán.
Gen.36.29 | A Horeusok közzűl való fejedelmek pedig ezek: Lotán herczeg, Sobál herczeg, Sibhón herczeg, Hána herczeg.
Gen.36.30 | Dison herczeg, Etzer herczeg, Disán herczeg. Ezek a Horeusok közzűl való fejedelmek az ő fejedelemségek szerint, Seirnek tartományában.
Gen.36.31 | Ezek pedig a Királyok kik uralkodtak Edomnak tartományában, minekelőtte az Izárel fijai között Király uralkodnék.
Gen.36.32 | Először Király volt Edomnak Béla Béhornak fija, kinek városának neve Dinhába volt.
Gen.36.33 | Minekutánna megholt Béla, uralkodott ő helyében Jóbáb Zerákhnak fija, ki Botzrából való volt.
Gen.36.34 | Minekutánna megholt Jóbáb, uralkodott ő helyében Khusám, ki Témán földéből való volt.
Gen.36.35 | Khusám holta után uralkodott ő helyébe Hadád a Bédád fija, ki a Midiánitákat a Moábiták mezején megveré, kinek az ő városának neve vala Hávith.
Gen.36.36 | Hadád holta után uralkodott ő helyében, Sámla Masrekából való.
Gen.36.37 | Sámla holta után uralkodott ő helyében Saul, ki volt az Eufrátes folyóviz mellett való Rékhobóth városból.
Gen.36.38 | Saul holta után uralkodott ő helyében Báhál-Khanán Akhbor fija.
Gen.36.39 | Báhál-Khanánnak Akhbor fijának holta után uralkodott ő helyében Hadár, és az ő városának neve Pahu, az ő feleségének peeig neve Mehetábéel, ki Mézaháb leányának Matrédnak leánya vala.
Gen.36.40 | Ezek pedig az Ézsaú nemzetségéből való herczegeknek neveik az ő cseédjek, helyek, és nevek szerint: Timna herczeg, Hálva herczeg, Jéteth herczeg.
Gen.36.41 | Ahólibáma herczeg, Ela herczeg, Pinon herczeg.
Gen.36.42 | Kénáz herczeg, Témán herczeg, Mibtzár herczeg.
Gen.36.43 | Magdiel herczeg, Hirám herczeg. Ezek Edomnak fejedelmei az ő lakások szerint, az ő örökségeknek földében. Ézsaú az Edomitáknak attyok.

Gen.37.1 | Lakozék pedig Jákób az ő attya bujdosásának földén Kanaán földén.
Gen.37.2 | És ezek a dolgok lettek Jákób háznépe között. József mikor tizenhét esztendős vala, az ő báttyaival egybe őriz vala juhokat, és vala a gyermek Bilhának és Zilpának az ő attya feleségeinek fijaival, és azoknak az ő gonosz életek felől való híreket az ő attyának megmondja vala József.
Gen.37.3 | Az Izráel pedig minden fijainál inkább szereti vala Józsefet; mivelhogy vénségének fija volna; és szép tarka ruhát csináltatott vala néki.
Gen.37.4 | Mikor pedig eszekbe vették volna az ő báttyai, hogy az ő attya őtet inden báttyainak felette szeretné, gyűlölik vala őtet, annyire hogy szép szóval néki nem szólhatnának.
Gen.37.5 | Láta pedig József álmot, mellyet mikor mebeszélett volna az ő báttyainak; annál inkább gyűlölik vala őtet.
Gen.37.6 | Mert azt mondja vala nékik: Halljátok meg kérlek az én álmomat mellyet én láttam.
Gen.37.7 | Ímé kötünk vala egy mezőben kévéket, és ímé az én kévém felkele és felálla: ímé pedig a ti kévéitek körülállanak vala, és az én kévém előtt meghajolnak vala.
Gen.37.8 | És mondanának néki az ő báttyai: Avagy Királyunk lészes-é minékünk: Vagy mi rajtunk uralkodni fogsz-é? Annakokáért annál is inkább gyűlölik vala őtet az ő álmáért és beszédiért.
Gen.37.9 | Azután más álmot is láta, és megbeszélé azt az ő báttyainak, ezt mondván: Ímé más álmot is láttam; ímé a Nap és a Hold, és tizenegy csillagok én előttem meghajolnak vala.
Gen.37.10 | Megbeszélé az ő attyának is és az ő báttyainak, és megdorgálá őtet az ő attya, és monda néki: Micsoda álom ez a mellyet láttál? Avagy elmegyünk-é, én és a te anyád és atyádfijai, hogy meghajtsuk magunkat te előtted a földig?
Gen.37.11 | Irígykednek vala reá az ő báttyai; az ő attya pedig e dolgot elméjében tartja vala .
Gen.37.12 | Mikor pedig elmentek volna az ő báttyai az ő attyok juhainak őrzésére Sékhembe.
Gen.37.13 | Mondá Izráel Józsefnek: A te báttyáid avagy nem Sékhemben őrizik-é a juhokat? Jöszte azért hogy küldjelek el tégedő hozájok. Ki monda: Imé jelen vagyok.
Gen.37.14 | És monda néki: Menj el, lásd meg ha békességben vagynak a te bátyáid és a juhok, mond meg nékem. Elküldé azért őtetKhebronnak völgyéből, és méne Sékhembe.
Gen.37.15 | Találá pedig őtet, mikor a mezőben bujdosnék, és megkérdé egy ember, ezt mondván: Mit keresel?
Gen.37.16 | Ki monda: Az én bátyáimat keresem, kérlek mond meg nékem hol őrzik a barmot?
Gen.37.17 | És monda az ember: Elmentek innét, mert hallám hogy azt mondák: Menjünk Dóthánba. Elméne azért József báttyai után, és megtalálá őket Dóthánban.
Gen.37.18 | Kik mikor látták volna őtet távol, minekelőtte közelebb ment volna hozzájok, elvégezék hogy őtet megölnék.
Gen.37.19 | Mert ezt mondták vala egyméásnak: Ímhol jő amaz álomlátó.
Gen.37.20 | Jer öljük meg annakokáért őtet, és vessük egyik ókútba; és azt mondjuk hogy a gonosz fenevad ette meg őtet, és meglátjuk mit használt az ő álma.
Gen.37.21 | Melyet mikor Rúben hallott volna, igyekezzék azon hogy őtet megmentené azoknak kezekből. És monda: Ne öljük meg őtet.
Gen.37.22 | És ezt mondja vala Rúben: Ne oncsátok ki az ő vérét, hanem vessétek őtet az ó kütba, melly itt a pusztában vagyon, de meg ne öljétek. Ezt pedig azért mondja vala, hogy őtet azoknak kezekből megszabadítaná, és őtet megadná azt attyának.
Gen.37.23 | És mikor jutott volna József az ő báttyáihoz, megfoszták őtet ruhájától, a szép tarka ruhától melly rajta vala.
Gen.37.24 | És megragadván őtet veték egy ó kútba: az a kút pedig üres vala, és nem vala víz benne.
Gen.37.25 | Leülének pedig hogy ennének; és mikor felemelték volna szemeiket. láták, és íme egy sereg Ismáeliták jönnek vala Gileádból, azolnak tevéi visznek vala fűszerszámokat, balzsamot. és mirhát, kik mennek vala hogy azokat vinnék Egyptomba.
Gen.37.26 | És monda Júda az ő attyafiainak: Mi hasznunk lészen benne ha megölendjük a mi atyánkfiát, és eltitkolándjuk az ő vérét.
Gen.37.27 | Jer adjuk el őtet ez Ismáelitáknak, és ne öljük meg, mert mi atyánkfia, mi testünk: kinek engedének az ő attyafiai.
Gen.37.28 | És mikor a kereskedő Midiániták azon elmennének. kivonák Józsefet az ó kútból, és eladák őtet azon Ismáelitáknak húsz ezüstpénzen, kik elvivék Józsefet Egyiptomba.
Gen.37.29 | Mikor pedig Rúben az ó kúthoz ment volna, és nem volna József a kútban, megszaggatá a maga ruháit.
Gen.37.30 | És megtérvén az ő attyafiaihoz, monda: Nincsen a gyaermek, és én hová legyek?
Gen.37.31 | Vevék annakokáért a József ruháját, és megölének egy kecskefiat, és annak vérével megfeseték a ruhát.
