Exod.1.1 | Ezek pedig az Izráel fiainak nevei, a kik Jákóbbal Égyiptomba menének; kiki az ő házanépével méne:
Exod.40.2 | Az első hónapban, a hónap első napján, állítsd fel a gyülekezet sátorának hajlékát.
Exod.40.3 | És tedd oda a bizonyság ládáját, és fedd be a ládát a fedéllel.
Exod.40.4 | Azután vidd be az asztalt, és hozd azt rendbe a reávalókkal. Vidd be a gyertyatartót is, és gyújtsd meg annak mécseit.
Exod.40.5 | És helyheztesd a füstölő áldozat arany oltárát a bizonyság ládája elé, tedd fel a leplet a hajlék nyílására.
Exod.40.6 | Azután helyheztesd az egészen égőáldozat oltárát a gyülekezet sátora hajlékának nyílása elé.
Exod.40.7 | A mosdómedenczét pedig helyheztesd a gyülekezet sátora közé és az oltár közé, és önts belé vizet.
Exod.40.8 | Azután állítsd fel köröskörül a pitvart, és a pitvar kapujára tedd rá a leplet.
Exod.40.9 | Azután vedd a kenetnek olaját, és kend meg a hajlékot és mind azt a mi benne van: így szenteld meg azt, és minden edényét, hogy szent legyen.
Exod.40.10 | Kend meg az egészen égőáldozat oltárát is és annak minden edényét; így szenteld meg az oltárt, hogy az oltár legyen szentséges.
Exod.40.11 | A mosdómedenczét és lábát is kend meg; így szenteld meg azt.
Exod.40.12 | Azután állítsd Áront és az ő fiait a gyülekezet sátorának nyílásához, és mosd meg őket vízzel.
Exod.40.13 | És öltöztesd fel Áront a szent ruhákba, és kend fel őt; így szenteld fel, és legyen papom.
Exod.40.14 | Fiait is állítsd elő és öltöztesd fel őket köntösökbe;
Exod.40.15 | És kend fel őket, a mint az ő atyjokat felkenéd, hogy legyenek papjaim, és lészen az ő megkenetésök nékik örökös papság, az ő nemzetségökben.
Exod.40.16 | És egészen úgy cselekedék Mózes, a mint az Úr parancsolta néki, úgy cselekedék.
Exod.40.17 | Lőn azért a második év első hónapjában, a hónap első napján, hogy felállíták a hajlékot.
Exod.40.18 | Mózes tehát felállítá a hajlékot, és letevé annak talpait, a deszkáit is felállítá, beilleszté a reteszrúdakat, és felállítá annak oszlopait.
Exod.40.19 | Azután kifeszíté a hajlékra a sátort, és a sátor takaróját is reá teríté felülről, a mint parancsolta vala az Úr Mózesnek.
Exod.40.20 | És vevé és betevé a bizonyságot is a ládába, a rúdakat pedig a ládára tevé, és a ládára felül helyezteté a fedelet.
Exod.40.21 | Azután bevivé a ládát a hajlékba, és feltevé a takaró függönyt, és elfedezé a bizonyság ládáját, a mint az Úr parancsolta vala Mózesnek.
Exod.40.22 | Az asztalt is bevivé a gyülekezet sátorába, a hajléknak északi oldalába, a függönyön kivül.
Exod.40.23 | És rakott arra kenyereket sorban az Úr előtt, a mint az Úr parancsolta vala Mózesnek.
Exod.40.24 | És a gyertyatartót helyhezteté a gyülekezet sátorába az asztal ellenébe, a hajléknak déli oldalán.
Exod.40.25 | És meggyújtá a mécseket az Úr előtt, a mint az Úr parancsolta vala Mózesnek.
Exod.40.26 | Az arany oltárt pedig helyhezteté a gyülekezet sátorába a függöny elébe.
Exod.40.27 | És füstölögtete rajta fűszerekből való füstölőt, a mint az Úr parancsolta vala Mózesnek.
Exod.40.28 | A hajlék nyílására a leplet is felvoná.
Exod.40.29 | Az egészen égőáldozat oltárát pedig helyhezteté a gyülekezet sátora hajlékának nyílása elé, és áldozék azon egészen égőáldozattal és ételáldozattal, a mint parancsolta vala az Úr Mózesnek.
Exod.40.30 | A mosdómedenczét pedig helyhezteté a gyülekezet sátora közé és az oltár közé, és önte abba vizet a mosdásra.
Exod.40.31 | És megmosák abból Mózes és Áron és az ő fiai kezeiket és lábaikat.
Exod.40.32 | Mikor a gyülekezet sátorába menének, és mikor az oltárhoz járulának, megmosdának, a mint az Úr parancsolta vala Mózesnek.
Exod.40.33 | Azután felállítá a pitvart a hajlék és az oltár körül, és a pitvar kapujára feltevé a leplet. Így végezé el Mózes a munkát.
Exod.40.34 | És a felhő befedezé a gyülekezet sátorát, és az Úrnak dicsősége betölté a hajlékot.
Exod.40.35 | És Mózes nem mehete be a gyülekezet sátorába, mert a felhő rajta nyugovék, és az Úrnak dicsősége tölté be a hajlékot.
Exod.40.36 | És mikor a felhő felszáll vala a hajlékról, az Izráel fiai elindulának; [így lőn] egész utazásuk alatt.
Exod.40.37 | Ha pedig a felhő nem szálla fel, ők sem indulának el, míg csak fel nem szálla.
Exod.40.38 | Mert az Úrnak felhője vala a hajlékon nappal, éjjel pedig tűz vala azon, az Izráel egész háznépének láttára, egész utazásuk alatt.
